"Date","Price","Open","High","Low","Vol.","Change %"
"02/21/2022","12.49","12.85","12.94","12.31","487.00K","-2.95%"
"02/18/2022","12.87","13.35","13.35","12.75","733.50K","-1.08%"
"02/17/2022","13.01","13.50","13.50","12.90","493.50K","-3.63%"
"02/16/2022","13.50","13.63","13.68","13.40","40.00K","0.30%"
"02/15/2022","13.46","13.50","13.75","13.20","312.50K","0.15%"
"02/14/2022","13.44","13.88","13.88","13.34","258.50K","-1.39%"
"02/11/2022","13.63","13.60","13.99","13.60","203.50K","-0.51%"
"02/10/2022","13.70","13.85","14.35","13.70","3.33M","0.29%"
"02/09/2022","13.66","13.55","13.89","13.45","669.50K","1.94%"
"02/08/2022","13.40","13.48","13.50","13.40","58.00K","-0.74%"
"02/07/2022","13.50","13.70","13.70","13.42","162.50K","0.22%"
"02/04/2022","13.47","13.65","13.70","13.47","193.50K","0.90%"
"02/03/2022","13.35","14.15","14.20","13.35","779.50K","-3.61%"
"02/02/2022","13.85","13.90","14.00","13.65","438.00K","0.73%"
"02/01/2022","13.75","13.58","14.00","13.55","630.00K","2.92%"
"01/31/2022","13.36","13.21","13.50","13.21","239.00K","1.60%"
"01/28/2022","13.15","13.20","13.49","13.07","158.50K","1.15%"
"01/27/2022","13.00","13.05","13.20","13.00","89.50K","-1.74%"
"01/26/2022","13.23","13.20","13.35","13.00","124.00K","0.23%"
"01/25/2022","13.20","13.40","13.60","13.18","211.50K","-1.12%"
"01/24/2022","13.35","13.55","13.60","13.35","233.00K","-1.48%"
"01/21/2022","13.55","13.25","13.68","13.25","53.00K","1.12%"
"01/20/2022","13.40","13.50","13.50","13.22","835.00K","-0.74%"
"01/19/2022","13.50","13.80","13.81","13.50","281.00K","-3.02%"
"01/18/2022","13.92","14.20","14.20","13.90","90.50K","-0.57%"
"01/17/2022","14.00","14.01","14.26","13.90","144.50K","-1.82%"
"01/14/2022","14.26","14.50","14.60","14.15","348.50K","0.07%"
"01/13/2022","14.25","14.31","14.45","14.25","57.50K","-1.04%"
"01/12/2022","14.40","14.50","14.80","14.35","974.00K","-0.69%"
"01/11/2022","14.50","14.85","14.90","14.42","290.50K","-1.02%"
"01/10/2022","14.65","14.50","15.04","14.40","1.79M","1.88%"
"01/07/2022","14.38","14.00","14.65","13.98","3.23M","3.45%"
"01/06/2022","13.90","14.00","14.15","13.80","670.50K","-1.77%"
"01/05/2022","14.15","13.80","14.40","13.80","658.00K","-0.07%"
"01/04/2022","14.16","13.90","14.25","13.70","908.00K","2.61%"
"01/03/2022","13.80","13.80","13.90","13.70","302.50K","0.36%"
"12/31/2021","13.75","13.80","13.95","13.70","858.50K","-0.72%"
"12/30/2021","13.85","14.10","14.15","13.71","323.00K","0.87%"
"12/29/2021","13.73","14.14","14.14","13.70","435.50K","0.96%"
"12/28/2021","13.60","14.20","14.20","13.60","230.00K","-2.86%"
"12/27/2021","14.00","14.50","14.50","13.90","292.00K","-2.44%"
"12/24/2021","14.35","14.00","14.70","13.99","434.50K","2.50%"
"12/23/2021","14.00","14.21","14.48","13.90","356.50K","0.07%"
"12/22/2021","13.99","14.00","14.33","13.90","559.00K","1.01%"
"12/21/2021","13.85","13.33","14.18","13.25","1.42M","5.32%"
"12/20/2021","13.15","13.20","13.31","13.14","118.00K","1.08%"
"12/17/2021","13.01","13.10","13.48","12.80","171.00K","1.64%"
"12/16/2021","12.80","13.37","13.35","12.80","728.00K","-3.69%"
"12/15/2021","13.29","13.25","13.59","13.15","760.00K","4.24%"
"12/14/2021","12.75","12.90","13.00","12.50","125.50K","2.00%"
"12/13/2021","12.50","13.27","13.27","12.50","387.50K","-3.18%"
"12/10/2021","12.91","13.17","13.24","12.72","186.50K","0.47%"
"12/09/2021","12.85","13.20","13.20","12.85","131.50K","-1.15%"
"12/08/2021","13.00","13.44","13.44","13.00","306.50K","-1.52%"
"12/07/2021","13.20","13.10","13.55","13.00","596.00K","2.72%"
"12/06/2021","12.85","13.15","13.15","12.75","330.00K","-0.77%"
"12/03/2021","12.95","13.50","13.51","12.95","210.00K","-3.72%"
"12/02/2021","13.45","14.25","14.25","13.45","931.00K","-7.11%"
"12/01/2021","14.48","14.75","14.90","14.25","276.00K","-0.75%"
"11/30/2021","14.59","14.90","14.90","14.50","78.00K","-0.41%"
"11/29/2021","14.65","13.60","14.78","13.60","521.00K","3.61%"
"11/26/2021","14.14","14.19","14.40","13.50","348.00K","2.09%"
"11/25/2021","13.85","14.06","14.23","13.85","121.50K","-2.74%"
"11/24/2021","14.24","14.25","14.39","13.95","423.00K","-0.07%"
"11/23/2021","14.25","15.01","15.20","14.21","631.00K","-5.00%"
"11/22/2021","15.00","15.61","16.43","14.31","437.50K","-1.32%"
"11/19/2021","15.20","15.85","16.00","15.20","694.50K","-2.88%"
"11/18/2021","15.65","16.13","16.13","15.62","196.50K","-1.26%"
"11/17/2021","15.85","16.05","16.37","15.77","414.00K","-1.25%"
"11/16/2021","16.05","16.30","16.55","15.92","576.50K","0.25%"
"11/15/2021","16.01","16.74","16.74","15.99","376.50K","-4.42%"
"11/12/2021","16.75","16.75","16.90","16.20","325.00K","0.00%"
"11/11/2021","16.75","17.10","17.49","16.35","313.00K","-0.06%"
"11/10/2021","16.76","16.32","17.25","16.32","842.00K","2.20%"
"11/09/2021","16.40","16.87","17.39","16.20","362.00K","-2.32%"
"11/08/2021","16.79","17.39","17.43","16.51","325.50K","-1.76%"
"11/05/2021","17.09","17.35","17.50","17.00","294.00K","-0.87%"
"11/04/2021","17.24","17.05","17.50","17.00","1.48M","1.41%"
"11/03/2021","17.00","16.85","17.10","16.73","398.00K","2.66%"
"11/02/2021","16.56","16.65","17.15","16.52","522.00K","-1.02%"
"11/01/2021","16.73","16.69","17.20","16.25","1.28M","3.59%"
"10/29/2021","16.15","16.50","16.64","15.86","1.80M","-2.12%"
"10/28/2021","16.50","16.51","17.35","16.50","667.00K","1.54%"
"10/27/2021","16.25","17.20","17.50","16.00","413.50K","-3.85%"
"10/26/2021","16.90","16.71","16.98","16.70","32.00K","-1.97%"
"10/25/2021","17.24","17.75","17.75","16.75","83.50K","-0.81%"
"10/22/2021","17.38","17.75","17.88","17.05","304.50K","-3.77%"
"10/21/2021","18.06","19.10","19.74","18.06","2.94M","-6.91%"
"10/20/2021","19.40","18.60","19.83","18.11","1.88M","7.78%"
"10/18/2021","18.00","17.75","19.00","17.40","2.31M","0.90%"
"10/15/2021","17.84","16.25","17.84","16.14","1.53M","7.41%"
"10/14/2021","16.61","15.50","16.61","15.30","1.63M","8.28%"
"10/13/2021","15.34","16.76","16.90","15.34","742.50K","-8.64%"
"10/12/2021","16.79","16.98","16.99","16.25","591.00K","0.12%"
"10/11/2021","16.77","17.75","17.75","16.82","498.50K","-6.83%"
"10/08/2021","18.00","18.07","18.40","17.75","122.00K","-1.37%"
"10/07/2021","18.25","18.47","18.60","18.34","138.50K","-0.82%"
"10/06/2021","18.40","18.25","18.50","18.21","39.00K","0.77%"
"10/05/2021","18.26","19.01","19.20","18.26","263.00K","-4.35%"
"10/04/2021","19.09","18.75","19.25","18.55","246.00K","1.76%"
"10/01/2021","18.76","18.45","19.20","18.38","651.00K","1.96%"
"09/30/2021","18.40","17.90","18.50","17.65","748.50K","3.08%"
"09/29/2021","17.85","19.50","19.50","17.84","1.32M","-7.70%"
"09/28/2021","19.34","18.93","19.44","18.56","138.50K","3.04%"
"09/27/2021","18.77","19.74","19.74","18.51","293.50K","-4.96%"
"09/24/2021","19.75","20.00","20.25","19.30","1.14M","-1.00%"
"09/23/2021","19.95","20.45","20.89","19.70","582.00K","-0.99%"
"09/22/2021","20.15","20.70","20.70","19.40","793.00K","-1.71%"
"09/21/2021","20.50","21.29","21.65","20.50","260.00K","-2.43%"
"09/20/2021","21.01","22.00","22.00","21.01","206.50K","-4.24%"
"09/17/2021","21.94","21.96","22.50","21.40","301.00K","1.11%"
"09/16/2021","21.70","21.10","22.00","20.75","480.00K","3.33%"
"09/15/2021","21.00","22.29","22.29","21.00","400.50K","-4.11%"
"09/14/2021","21.90","22.49","22.49","21.51","340.00K","-0.45%"
"09/13/2021","22.00","23.00","23.00","22.00","547.00K","-1.79%"
"09/10/2021","22.40","22.10","22.69","21.60","701.50K","0.90%"
"09/09/2021","22.20","22.19","22.75","21.75","600.50K","-1.33%"
"09/08/2021","22.50","22.60","23.00","21.86","710.00K","1.12%"
"09/07/2021","22.25","23.60","23.76","22.13","1.10M","-5.72%"
"09/06/2021","23.60","24.20","24.20","23.51","185.50K","-1.26%"
"09/03/2021","23.90","24.03","24.58","23.90","327.50K","-1.65%"
"09/02/2021","24.30","23.35","24.70","23.31","1.41M","3.40%"
"09/01/2021","23.50","23.66","24.25","23.10","1.38M","-1.47%"
"08/31/2021","23.85","23.69","24.00","23.60","74.00K","1.58%"
"08/30/2021","23.48","23.99","24.08","23.48","342.00K","-0.51%"
"08/27/2021","23.60","23.76","24.05","23.48","860.00K","-1.67%"
"08/26/2021","24.00","24.05","24.05","23.75","713.50K","-1.03%"
"08/25/2021","24.25","23.99","24.25","23.80","1.94M","1.93%"
"08/24/2021","23.79","24.44","24.44","23.60","813.50K","-1.29%"
"08/23/2021","24.10","24.01","25.00","23.91","1.30M","0.84%"
"08/20/2021","23.90","23.80","24.44","23.70","424.50K","0.59%"
"08/17/2021","23.76","24.19","24.25","23.75","357.00K","-1.00%"
"08/16/2021","24.00","24.49","24.50","23.50","989.00K","-1.03%"
"08/13/2021","24.25","24.19","24.40","24.00","174.00K","0.62%"
"08/12/2021","24.10","24.75","24.75","24.06","300.00K","-1.87%"
"08/11/2021","24.56","25.25","25.40","24.50","763.50K","-2.50%"
"08/10/2021","25.19","24.50","25.25","24.00","3.29M","2.57%"
"08/09/2021","24.56","24.80","25.37","24.50","339.50K","-2.73%"
"08/06/2021","25.25","25.15","25.40","25.15","620.00K","0.80%"
"08/05/2021","25.05","25.90","25.90","25.02","809.00K","-2.53%"
"08/04/2021","25.70","25.45","26.25","25.30","2.57M","1.78%"
"08/03/2021","25.25","24.48","25.57","24.45","1.96M","3.65%"
"08/02/2021","24.36","24.70","24.88","24.26","428.00K","0.37%"
"07/30/2021","24.27","23.75","25.30","23.75","3.45M","1.89%"
"07/29/2021","23.82","23.59","24.00","23.09","1.92M","0.51%"
"07/28/2021","23.70","24.90","24.90","23.41","2.51M","-3.27%"
"07/27/2021","24.50","24.60","25.48","24.50","3.20M","0.00%"
"07/26/2021","24.50","25.19","25.80","24.31","2.10M","-3.92%"
"07/23/2021","25.50","26.00","26.74","25.15","2.81M","-1.92%"
"07/19/2021","26.00","26.05","26.66","26.00","888.00K","-0.38%"
"07/16/2021","26.10","27.01","27.01","26.00","5.33M","-2.97%"
"07/15/2021","26.90","28.10","28.10","26.55","4.61M","-3.86%"
"07/14/2021","27.98","27.16","28.63","25.50","11.21M","5.98%"
"07/13/2021","26.40","25.40","26.67","25.00","6.90M","6.41%"
"07/12/2021","24.81","23.75","24.81","23.08","6.70M","7.50%"
"07/09/2021","23.08","21.40","23.08","21.40","3.04M","7.85%"
"07/08/2021","21.40","21.50","21.65","21.13","1.54M","1.23%"
"07/07/2021","21.14","21.75","21.75","21.12","386.00K","-1.54%"
"07/06/2021","21.47","22.00","22.00","21.25","579.00K","-2.28%"
"07/05/2021","21.97","22.50","22.50","21.60","751.50K","-1.92%"
"07/02/2021","22.40","22.31","22.90","22.01","615.50K","-1.45%"
"07/01/2021","22.73","22.47","22.90","21.85","2.96M","2.85%"
"06/30/2021","22.10","21.25","22.50","21.25","2.04M","4.74%"
"06/29/2021","21.10","21.55","21.80","21.01","343.00K","0.24%"
"06/28/2021","21.05","22.00","22.00","21.05","2.04M","-4.32%"
"06/25/2021","22.00","23.09","23.10","21.95","1.13M","-3.30%"
"06/24/2021","22.75","22.26","23.45","21.90","1.87M","1.52%"
"06/23/2021","22.41","22.89","23.24","22.30","1.31M","-1.10%"
"06/22/2021","22.66","22.44","23.00","22.05","2.75M","3.00%"
"06/21/2021","22.00","22.00","22.60","21.12","2.57M","2.04%"
"06/18/2021","21.56","21.20","22.19","21.00","2.50M","2.67%"
"06/17/2021","21.00","20.11","21.74","19.98","5.75M","3.70%"
"06/16/2021","20.25","20.60","20.87","20.20","486.00K","-1.46%"
"06/15/2021","20.55","21.91","21.91","20.50","1.89M","-5.12%"
"06/14/2021","21.66","22.35","22.35","21.20","3.68M","3.88%"
"06/11/2021","20.85","20.49","21.30","20.20","2.44M","3.22%"
"06/10/2021","20.20","19.89","20.59","19.66","2.21M","3.06%"
"06/09/2021","19.60","19.19","19.95","19.00","1.13M","2.62%"
"06/08/2021","19.10","19.52","19.52","18.60","936.00K","-1.55%"
"06/07/2021","19.40","19.30","20.00","19.30","1.42M","0.00%"
"06/04/2021","19.40","20.49","20.49","19.25","2.83M","-4.86%"
"06/03/2021","20.39","20.70","21.00","20.16","4.59M","0.39%"
"06/02/2021","20.31","20.15","20.79","19.50","5.03M","2.11%"
"06/01/2021","19.89","18.99","19.89","18.65","13.93M","7.46%"
"05/31/2021","18.51","17.90","18.51","17.50","5.06M","7.49%"
"05/28/2021","17.22","16.19","17.22","16.00","5.51M","7.36%"
"05/27/2021","16.04","15.60","16.60","15.56","3.94M","2.82%"
"05/26/2021","15.60","15.34","15.70","15.05","2.76M","3.38%"
"05/25/2021","15.09","15.40","15.50","15.00","1.21M","-2.01%"
"05/24/2021","15.40","15.68","15.70","15.25","405.50K","-1.16%"
"05/21/2021","15.58","15.66","15.92","15.45","802.50K","-0.76%"
"05/20/2021","15.70","15.76","16.25","15.62","1.30M","-1.88%"
"05/19/2021","16.00","16.20","16.20","15.52","943.50K","-1.23%"
"05/18/2021","16.20","16.70","16.80","16.20","736.00K","-1.82%"
"05/17/2021","16.50","15.40","16.75","15.40","3.62M","4.70%"
"05/06/2021","15.76","15.55","15.95","15.25","902.50K","2.01%"
"05/05/2021","15.45","15.25","15.50","15.01","1.29M","1.51%"
"05/04/2021","15.22","14.95","15.22","14.70","1.06M","3.54%"
"05/03/2021","14.70","14.65","14.83","14.60","904.50K","-0.68%"
"04/30/2021","14.80","14.70","15.01","14.50","1.79M","0.68%"
"04/29/2021","14.70","14.66","14.75","14.60","242.00K","-0.07%"
"04/28/2021","14.71","14.82","15.00","14.65","471.50K","0.07%"
"04/27/2021","14.70","14.66","14.90","14.50","793.00K","0.00%"
"04/26/2021","14.70","13.86","15.00","13.86","2.21M","3.45%"
"04/23/2021","14.21","13.50","14.48","13.50","1.30M","2.23%"
"04/22/2021","13.90","13.76","14.17","13.75","1.16M","0.36%"
"04/21/2021","13.85","13.50","14.19","13.50","1.26M","2.59%"
"04/20/2021","13.50","12.80","13.57","12.71","5.75M","7.14%"
"04/19/2021","12.60","12.99","13.00","12.51","980.50K","-0.40%"
"04/16/2021","12.65","12.62","12.76","12.62","377.50K","-0.47%"
"04/15/2021","12.71","12.80","12.95","12.70","160.00K","-1.85%"
"04/14/2021","12.95","12.50","12.99","12.31","137.50K","0.78%"
"04/13/2021","12.85","12.80","13.00","12.80","200.50K","-0.46%"
"04/12/2021","12.91","13.36","13.36","12.90","228.50K","-2.64%"
"04/09/2021","13.26","12.96","13.58","12.11","9.58M","2.31%"
"04/08/2021","12.96","12.75","13.00","12.51","165.00K","0.15%"
"04/07/2021","12.94","13.40","13.40","12.70","52.00K","0.47%"
"04/06/2021","12.88","12.55","12.94","12.55","36.50K","2.88%"
"04/05/2021","12.52","13.00","13.19","12.52","408.00K","-4.43%"
"04/02/2021","13.10","12.50","13.25","12.50","465.50K","0.23%"
"04/01/2021","13.07","13.30","13.54","13.00","153.50K","-4.18%"
"03/31/2021","13.64","13.40","13.73","13.40","280.00K","-0.44%"
"03/30/2021","13.70","13.50","13.70","13.31","252.00K","2.62%"
"03/29/2021","13.35","13.80","13.80","13.30","125.00K","-4.30%"
"03/26/2021","13.95","13.80","14.02","13.75","24.00K","-0.36%"
"03/25/2021","14.00","14.00","14.20","13.95","172.50K","0.00%"
"03/24/2021","14.00","14.19","14.20","13.82","4.50K","-0.71%"
"03/22/2021","14.10","13.90","14.25","13.80","374.00K","1.00%"
"03/19/2021","13.96","13.63","14.00","13.55","129.00K","1.16%"
"03/18/2021","13.80","14.15","14.29","13.65","340.00K","0.00%"
"03/17/2021","13.80","13.52","14.05","13.50","552.50K","3.37%"
"03/16/2021","13.35","13.72","13.72","13.30","193.00K","-1.11%"
"03/15/2021","13.50","13.60","13.60","13.00","374.50K","3.85%"
"03/12/2021","13.00","12.51","13.40","12.51","351.50K","0.00%"
"03/11/2021","13.00","13.75","13.75","13.00","1.00M","-4.76%"
"03/10/2021","13.65","14.40","14.40","13.50","501.50K","-1.09%"
"03/09/2021","13.80","14.20","14.20","13.55","198.00K","-0.72%"
"03/08/2021","13.90","14.63","14.68","13.90","475.00K","-4.14%"
"03/05/2021","14.50","14.58","14.62","14.25","563.50K","-1.49%"
"03/04/2021","14.72","14.82","15.11","14.52","2.61M","-2.84%"
"03/03/2021","15.15","15.49","15.55","14.92","2.60M","-1.30%"
"03/02/2021","15.35","15.12","15.55","15.12","257.00K","0.20%"
"03/01/2021","15.32","15.80","15.80","15.00","318.00K","-1.42%"
"02/26/2021","15.54","16.05","16.20","15.40","941.00K","-2.26%"
"02/25/2021","15.90","15.75","15.95","15.55","283.00K","2.58%"
"02/24/2021","15.50","15.90","15.90","15.40","362.00K","-2.21%"
"02/23/2021","15.85","16.05","16.08","15.75","262.50K","0.63%"
"02/22/2021","15.75","15.99","16.30","15.75","1.19M","-1.25%"
"02/19/2021","15.95","16.34","16.40","15.80","459.00K","-3.04%"
"02/18/2021","16.45","16.25","16.45","15.85","2.14M","1.48%"
"02/17/2021","16.21","16.38","16.65","15.77","5.74M","2.08%"
"02/16/2021","15.88","15.35","16.16","15.18","5.43M","4.82%"
"02/15/2021","15.15","15.06","15.40","15.05","654.50K","0.93%"
"02/12/2021","15.01","15.24","15.38","15.00","678.50K","0.07%"
"02/11/2021","15.00","15.40","15.40","14.90","523.00K","-2.60%"
"02/10/2021","15.40","15.12","15.40","15.10","280.00K","1.72%"
"02/09/2021","15.14","15.05","15.75","15.00","2.74M","0.87%"
"02/08/2021","15.01","15.40","15.40","15.01","93.00K","-0.92%"
"02/04/2021","15.15","15.25","15.39","15.05","1.11M","-0.39%"
"02/03/2021","15.21","15.30","15.48","15.20","876.50K","-0.20%"
"02/02/2021","15.24","15.26","15.55","15.20","638.50K","-0.39%"
"02/01/2021","15.30","15.58","15.80","15.27","659.00K","-0.26%"
"01/29/2021","15.34","15.42","15.65","15.34","801.00K","0.26%"
"01/28/2021","15.30","15.57","15.65","15.30","404.50K","-1.29%"
"01/27/2021","15.50","15.42","15.75","15.42","519.50K","-0.19%"
"01/26/2021","15.53","15.55","15.75","15.50","428.50K","0.19%"
"01/25/2021","15.50","15.53","15.82","15.42","531.00K","-0.13%"
"01/22/2021","15.52","15.55","15.70","15.46","225.00K","-0.51%"
"01/21/2021","15.60","15.50","15.95","15.50","1.18M","-0.26%"
"01/20/2021","15.64","15.65","15.68","15.39","496.50K","0.90%"
"01/19/2021","15.50","15.90","15.94","15.50","571.00K","-3.00%"
"01/18/2021","15.98","16.10","16.35","15.86","1.21M","-1.48%"
"01/15/2021","16.22","15.90","16.55","15.66","4.82M","3.64%"
"01/14/2021","15.65","15.91","16.20","15.60","2.46M","0.13%"
"01/13/2021","15.63","15.65","16.10","15.39","3.31M","-0.45%"
"01/12/2021","15.70","15.67","15.83","15.45","1.22M","0.00%"
"01/11/2021","15.70","15.35","15.84","15.30","1.85M","2.01%"
"01/08/2021","15.39","15.05","15.46","15.05","399.50K","0.92%"
"01/07/2021","15.25","15.59","15.60","15.20","520.00K","-0.33%"
"01/06/2021","15.30","15.20","15.80","15.00","3.33M","2.68%"
"01/05/2021","14.90","14.77","15.16","14.77","848.00K","0.00%"
"01/04/2021","14.90","15.05","15.05","14.70","524.50K","0.34%"
"01/01/2021","14.85","15.00","15.20","14.75","1.24M","0.34%"
